stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000161863	9606.ENSP00000418823	YTHDC2	FTO	9606	0.852	0	0	0	0.056	0	0	0.85
9606.ENSP00000161863	9606.ENSP00000410242	YTHDC2	IGF2BP2	9606	0.853	0	0	0	0.042	0	0	0.853
9606.ENSP00000161863	9606.ENSP00000290341	YTHDC2	IGF2BP1	9606	0.859	0	0	0	0.042	0	0	0.859
9606.ENSP00000161863	9606.ENSP00000242848	YTHDC2	ZC3H13	9606	0.932	0	0	0	0.138	0.306	0	0.896
9606.ENSP00000174618	9606.ENSP00000320886	MNT	MLXIPL	9606	0.729	0	0	0	0.043	0	0	0.728
9606.ENSP00000174618	9606.ENSP00000478887	MNT	MYC	9606	0.834	0	0	0	0.043	0.292	0	0.776
9606.ENSP00000176183	9606.ENSP00000370571	DRD4	TH	9606	0.708	0	0	0	0.055	0	0	0.703
9606.ENSP00000176183	9606.ENSP00000354859	DRD4	DRD2	9606	0.816	0	0	0	0	0.322	0	0.741
9606.ENSP00000176183	9606.ENSP00000414303	DRD4	BDNF	9606	0.817	0	0	0	0.057	0	0	0.814
9606.ENSP00000176183	9606.ENSP00000354511	DRD4	COMT	9606	0.942	0	0	0	0	0	0	0.942
9606.ENSP00000176183	9606.ENSP00000373169	DRD4	DRD3	9606	0.943	0	0	0	0.056	0	0.9	0.454
9606.ENSP00000179259	9606.ENSP00000494664	TIGAR	HK1	9606	0.803	0	0	0	0.098	0	0.65	0.426
9606.ENSP00000184266	9606.ENSP00000377411	NDUFB4	NDUFA4L2	9606	0.767	0	0	0	0.523	0.053	0.467	0.147
9606.ENSP00000184266	9606.ENSP00000323076	NDUFB4	NDUFAF3	9606	0.873	0	0	0	0.16	0	0.838	0.143
9606.ENSP00000184266	9606.ENSP00000358272	NDUFB4	NDUFAF4	9606	0.888	0	0	0	0.206	0	0.838	0.202
9606.ENSP00000184266	9606.ENSP00000296597	NDUFB4	NDUFAF2	9606	0.892	0	0	0	0.134	0	0.838	0.295
9606.ENSP00000184266	9606.ENSP00000260361	NDUFB4	NDUFAF1	9606	0.976	0	0	0	0.102	0	0.967	0.268
9606.ENSP00000184266	9606.ENSP00000354665	NDUFB4	MT-ND6	9606	0.987	0	0	0	0.049	0.894	0.851	0.28
9606.ENSP00000184266	9606.ENSP00000354728	NDUFB4	MT-ND4L	9606	0.988	0	0	0	0.049	0.894	0.851	0.337
9606.ENSP00000184266	9606.ENSP00000339720	NDUFB4	NDUFA4	9606	0.993	0	0	0	0.698	0.237	0.944	0.545
9606.ENSP00000184266	9606.ENSP00000354687	NDUFB4	MT-ND1	9606	0.996	0	0	0	0.138	0.856	0.967	0.255
9606.ENSP00000184266	9606.ENSP00000355206	NDUFB4	MT-ND3	9606	0.997	0	0	0	0.11	0.894	0.967	0.212
9606.ENSP00000184266	9606.ENSP00000355046	NDUFB4	MT-ND2	9606	0.998	0	0	0	0.098	0.953	0.967	0.234
9606.ENSP00000184266	9606.ENSP00000354961	NDUFB4	MT-ND4	9606	0.999	0	0	0	0.152	0.959	0.967	0.785
9606.ENSP00000184266	9606.ENSP00000259037	NDUFB4	NDUFB5	9606	0.999	0	0	0	0.868	0.923	0.967	0.884
9606.ENSP00000184266	9606.ENSP00000423673	NDUFB4	NDUFA13	9606	0.999	0	0	0	0.892	0.884	0.967	0.681
9606.ENSP00000184266	9606.ENSP00000281031	NDUFB4	NDUFC2	9606	0.999	0	0	0	0.854	0.961	0.944	0.686
9606.ENSP00000184266	9606.ENSP00000407336	NDUFB4	NDUFB3	9606	0.999	0	0	0	0.907	0.938	0.967	0.74
9606.ENSP00000184266	9606.ENSP00000458770	NDUFB4	NDUFAB1	9606	0.999	0	0	0	0.727	0.991	0.967	0.545
9606.ENSP00000184266	9606.ENSP00000392709	NDUFB4	NDUFS1	9606	0.999	0	0	0	0.162	0.95	0.967	0.579
9606.ENSP00000184266	9606.ENSP00000327268	NDUFB4	NDUFV2	9606	0.999	0	0	0	0.742	0.974	0.967	0.648
9606.ENSP00000184266	9606.ENSP00000441126	NDUFB4	NDUFC1	9606	0.999	0	0	0	0.725	0.825	0.967	0.557
9606.ENSP00000184266	9606.ENSP00000354813	NDUFB4	MT-ND5	9606	0.999	0	0	0	0.182	0.959	0.967	0.385
9606.ENSP00000184266	9606.ENSP00000266544	NDUFB4	NDUFA9	9606	0.999	0	0	0	0.521	0.998	0.944	0.675
9606.ENSP00000184266	9606.ENSP00000417142	NDUFB4	NDUFA5	9606	0.999	0	0	0	0.933	0.95	0.967	0.739
9606.ENSP00000184266	9606.ENSP00000299166	NDUFB4	NDUFB8	9606	0.999	0	0	0	0.672	0.959	0.967	0.707
9606.ENSP00000184266	9606.ENSP00000276062	NDUFB4	NDUFB11	9606	0.999	0	0	0	0.81	0.968	0.967	0.876
9606.ENSP00000184266	9606.ENSP00000482543	NDUFB4	NDUFA6	9606	0.999	0	0	0	0.865	0.998	0.967	0.833
9606.ENSP00000184266	9606.ENSP00000274137	NDUFB4	NDUFS6	9606	0.999	0	0	0	0.943	0.966	0.967	0.728
9606.ENSP00000184266	9606.ENSP00000419087	NDUFB4	NDUFB2	9606	0.999	0	0	0	0.404	0.812	0.967	0.973
9606.ENSP00000184266	9606.ENSP00000330737	NDUFB4	NDUFA12	9606	0.999	0	0	0	0.918	0.998	0.967	0.644
9606.ENSP00000184266	9606.ENSP00000263774	NDUFB4	NDUFS3	9606	0.999	0	0	0	0.793	0.998	0.967	0.721
9606.ENSP00000184266	9606.ENSP00000497587	NDUFB4	NDUFV1	9606	0.999	0	0	0	0.243	0.998	0.967	0.546
9606.ENSP00000184266	9606.ENSP00000418438	NDUFB4	NDUFA3	9606	0.999	0	0	0	0.544	0.912	0.967	0.675
9606.ENSP00000184266	9606.ENSP00000276689	NDUFB4	NDUFB9	9606	0.999	0	0	0	0.905	0.976	0.967	0.869
9606.ENSP00000184266	9606.ENSP00000360492	NDUFB4	NDUFA1	9606	0.999	0	0	0	0.573	0.923	0.967	0.659
9606.ENSP00000184266	9606.ENSP00000389160	NDUFB4	NDUFA11	9606	0.999	0	0	0	0.585	0.999	0.944	0.641
9606.ENSP00000184266	9606.ENSP00000215565	NDUFB4	NDUFB7	9606	0.999	0	0	0	0.682	0.949	0.967	0.745
9606.ENSP00000184266	9606.ENSP00000296684	NDUFB4	NDUFS4	9606	0.999	0	0	0	0.78	0.998	0.967	0.632
9606.ENSP00000184266	9606.ENSP00000301457	NDUFB4	NDUFA7	9606	0.999	0	0	0	0.673	0.934	0.967	0.927
9606.ENSP00000184266	9606.ENSP00000483888	NDUFB4	NDUFB1	9606	0.999	0	0	0	0.732	0.913	0.9	0.845
9606.ENSP00000184266	9606.ENSP00000233627	NDUFB4	NDUFS7	9606	0.999	0	0	0	0.463	0.956	0.967	0.599
9606.ENSP00000184266	9606.ENSP00000369176	NDUFB4	NDUFB6	9606	0.999	0	0	0	0.919	0.894	0.967	0.889
9606.ENSP00000184266	9606.ENSP00000252711	NDUFB4	NDUFA10	9606	0.999	0	0	0	0.163	0.954	0.967	0.949
9606.ENSP00000184266	9606.ENSP00000315774	NDUFB4	NDUFS8	9606	0.999	0	0	0	0.744	0.911	0.967	0.503
9606.ENSP00000184266	9606.ENSP00000362873	NDUFB4	NDUFA8	9606	0.999	0	0	0	0.867	0.97	0.967	0.688
9606.ENSP00000184266	9606.ENSP00000252102	NDUFB4	NDUFA2	9606	0.999	0	0	0	0.684	0.958	0.967	0.898
9606.ENSP00000184266	9606.ENSP00000362058	NDUFB4	NDUFS5	9606	0.999	0	0	0	0.911	0.998	0.9	0.696
9606.ENSP00000184266	9606.ENSP00000356972	NDUFB4	NDUFS2	9606	0.999	0	0	0	0.201	0.923	0.967	0.567
9606.ENSP00000184266	9606.ENSP00000268668	NDUFB4	NDUFB10	9606	0.999	0	0	0	0.739	0.98	0.967	0.98
9606.ENSP00000184266	9606.ENSP00000346196	NDUFB4	NDUFV3	9606	0.999	0	0	0	0.173	0.943	0.967	0.599
9606.ENSP00000215565	9606.ENSP00000377033	NDUFB7	ATP5MC1	9606	0.703	0	0	0	0.434	0	0	0.496
9606.ENSP00000215565	9606.ENSP00000377411	NDUFB7	NDUFA4L2	9606	0.726	0	0	0	0.296	0.071	0.467	0.307
9606.ENSP00000215565	9606.ENSP00000358272	NDUFB7	NDUFAF4	9606	0.865	0	0	0	0.084	0	0.838	0.167
9606.ENSP00000215565	9606.ENSP00000323076	NDUFB7	NDUFAF3	9606	0.927	0	0	0	0.338	0	0.893	0.052
9606.ENSP00000215565	9606.ENSP00000296597	NDUFB7	NDUFAF2	9606	0.957	0	0	0	0.162	0.507	0.838	0.442
9606.ENSP00000215565	9606.ENSP00000260361	NDUFB7	NDUFAF1	9606	0.974	0	0	0	0.068	0	0.967	0.222
9606.ENSP00000215565	9606.ENSP00000339720	NDUFB7	NDUFA4	9606	0.982	0	0	0	0.359	0.252	0.944	0.414
9606.ENSP00000215565	9606.ENSP00000354665	NDUFB7	MT-ND6	9606	0.987	0	0	0	0	0.894	0.851	0.273
9606.ENSP00000215565	9606.ENSP00000354728	NDUFB7	MT-ND4L	9606	0.998	0	0	0	0	0.987	0.851	0.184
9606.ENSP00000215565	9606.ENSP00000483888	NDUFB7	NDUFB1	9606	0.998	0	0	0	0.273	0.956	0.9	0.484
9606.ENSP00000215565	9606.ENSP00000441126	NDUFB7	NDUFC1	9606	0.998	0	0	0	0.34	0.825	0.967	0.543
9606.ENSP00000215565	9606.ENSP00000301457	NDUFB7	NDUFA7	9606	0.999	0	0	0	0.889	0.939	0.967	0.753
9606.ENSP00000215565	9606.ENSP00000296684	NDUFB7	NDUFS4	9606	0.999	0	0	0	0.79	0.994	0.967	0.623
9606.ENSP00000215565	9606.ENSP00000360492	NDUFB7	NDUFA1	9606	0.999	0	0	0	0.323	0.941	0.967	0.707
9606.ENSP00000215565	9606.ENSP00000389160	NDUFB7	NDUFA11	9606	0.999	0	0	0	0.924	0.878	0.944	0.763
9606.ENSP00000215565	9606.ENSP00000418438	NDUFB7	NDUFA3	9606	0.999	0	0	0	0.769	0.918	0.967	0.717
9606.ENSP00000215565	9606.ENSP00000276689	NDUFB7	NDUFB9	9606	0.999	0	0	0	0.963	0.995	0.967	0.828
9606.ENSP00000215565	9606.ENSP00000354687	NDUFB7	MT-ND1	9606	0.999	0	0	0	0.43	0.993	0.967	0.302
9606.ENSP00000215565	9606.ENSP00000263774	NDUFB7	NDUFS3	9606	0.999	0	0	0	0.808	0.998	0.967	0.616
9606.ENSP00000215565	9606.ENSP00000497587	NDUFB7	NDUFV1	9606	0.999	0	0	0	0.936	0.995	0.967	0.819
9606.ENSP00000215565	9606.ENSP00000355046	NDUFB7	MT-ND2	9606	0.999	0	0	0	0.163	0.988	0.967	0.281
9606.ENSP00000215565	9606.ENSP00000346196	NDUFB7	NDUFV3	9606	0.999	0	0	0	0.607	0.946	0.967	0.481
9606.ENSP00000215565	9606.ENSP00000268668	NDUFB7	NDUFB10	9606	0.999	0	0	0	0.816	0.995	0.967	0.828
9606.ENSP00000215565	9606.ENSP00000356972	NDUFB7	NDUFS2	9606	0.999	0	0	0	0.478	0.991	0.967	0.691
9606.ENSP00000215565	9606.ENSP00000362058	NDUFB7	NDUFS5	9606	0.999	0	0	0	0.913	0.998	0.9	0.786
9606.ENSP00000215565	9606.ENSP00000252102	NDUFB7	NDUFA2	9606	0.999	0	0	0	0.83	0.998	0.967	0.939
9606.ENSP00000215565	9606.ENSP00000362873	NDUFB7	NDUFA8	9606	0.999	0	0	0	0.944	0.997	0.967	0.807
9606.ENSP00000215565	9606.ENSP00000315774	NDUFB7	NDUFS8	9606	0.999	0	0	0	0.958	0.995	0.967	0.784
9606.ENSP00000215565	9606.ENSP00000252711	NDUFB7	NDUFA10	9606	0.999	0	0	0	0.355	0.97	0.967	0.664
9606.ENSP00000215565	9606.ENSP00000369176	NDUFB7	NDUFB6	9606	0.999	0	0	0	0.888	0.99	0.967	0.761
9606.ENSP00000215565	9606.ENSP00000233627	NDUFB7	NDUFS7	9606	0.999	0	0	0	0.989	0.995	0.967	0.668
9606.ENSP00000215565	9606.ENSP00000458770	NDUFB7	NDUFAB1	9606	0.999	0	0	0	0.384	0.991	0.967	0.787
9606.ENSP00000215565	9606.ENSP00000392709	NDUFB7	NDUFS1	9606	0.999	0	0	0	0.37	0.991	0.967	0.575
9606.ENSP00000215565	9606.ENSP00000327268	NDUFB7	NDUFV2	9606	0.999	0	0	0	0.747	0.995	0.967	0.665
9606.ENSP00000215565	9606.ENSP00000407336	NDUFB7	NDUFB3	9606	0.999	0	0	0	0.867	0.993	0.967	0.944
9606.ENSP00000215565	9606.ENSP00000281031	NDUFB7	NDUFC2	9606	0.999	0	0	0	0.684	0.944	0.944	0.501
9606.ENSP00000215565	9606.ENSP00000423673	NDUFB7	NDUFA13	9606	0.999	0	0	0	0.98	0.991	0.967	0.783
9606.ENSP00000215565	9606.ENSP00000259037	NDUFB7	NDUFB5	9606	0.999	0	0	0	0.4	0.973	0.967	0.802
9606.ENSP00000215565	9606.ENSP00000355206	NDUFB7	MT-ND3	9606	0.999	0	0	0	0	0.991	0.967	0.216
9606.ENSP00000215565	9606.ENSP00000354961	NDUFB7	MT-ND4	9606	0.999	0	0	0	0.324	0.993	0.967	0.518
9606.ENSP00000215565	9606.ENSP00000330737	NDUFB7	NDUFA12	9606	0.999	0	0	0	0.943	0.998	0.967	0.673
9606.ENSP00000215565	9606.ENSP00000419087	NDUFB7	NDUFB2	9606	0.999	0	0	0	0.283	0.914	0.967	0.829
9606.ENSP00000215565	9606.ENSP00000299166	NDUFB7	NDUFB8	9606	0.999	0	0	0	0.936	0.996	0.967	0.852
9606.ENSP00000215565	9606.ENSP00000482543	NDUFB7	NDUFA6	9606	0.999	0	0	0	0.895	0.998	0.967	0.644
9606.ENSP00000215565	9606.ENSP00000274137	NDUFB7	NDUFS6	9606	0.999	0	0	0	0.939	0.996	0.967	0.777
9606.ENSP00000215565	9606.ENSP00000276062	NDUFB7	NDUFB11	9606	0.999	0	0	0	0.966	0.966	0.967	0.747
9606.ENSP00000215565	9606.ENSP00000417142	NDUFB7	NDUFA5	9606	0.999	0	0	0	0.817	0.991	0.967	0.67
9606.ENSP00000215565	9606.ENSP00000354813	NDUFB7	MT-ND5	9606	0.999	0	0	0	0.324	0.996	0.967	0.425
9606.ENSP00000215565	9606.ENSP00000266544	NDUFB7	NDUFA9	9606	0.999	0	0	0	0.728	0.999	0.944	0.474
9606.ENSP00000216180	9606.ENSP00000264717	PNPLA3	GCKR	9606	0.701	0	0	0	0.062	0	0	0.695
9606.ENSP00000216180	9606.ENSP00000308318	PNPLA3	PPP1R3B	9606	0.718	0	0	0	0.057	0	0	0.713
9606.ENSP00000216180	9606.ENSP00000320886	PNPLA3	MLXIPL	9606	0.721	0	0	0	0.098	0.292	0	0.598
9606.ENSP00000216180	9606.ENSP00000422607	PNPLA3	ACSL1	9606	0.732	0	0	0	0.101	0	0.6	0.315
9606.ENSP00000216180	9606.ENSP00000348069	PNPLA3	SREBF1	9606	0.818	0	0	0	0.075	0	0	0.811
9606.ENSP00000216180	9606.ENSP00000374014	PNPLA3	TM6SF2	9606	0.916	0	0	0	0	0	0	0.916
9606.ENSP00000216180	9606.ENSP00000377900	PNPLA3	LIPF	9606	0.922	0	0	0	0	0.101	0.9	0.21
9606.ENSP00000216180	9606.ENSP00000345445	PNPLA3	SAMM50	9606	0.928	0	0.226	0	0.047	0	0	0.911
9606.ENSP00000216180	9606.ENSP00000497642	PNPLA3	LPL	9606	0.94	0	0	0	0.058	0	0.9	0.419
9606.ENSP00000216180	9606.ENSP00000358223	PNPLA3	PNLIP	9606	0.948	0	0	0	0	0	0.9	0.507
9606.ENSP00000216180	9606.ENSP00000299022	PNPLA3	LIPC	9606	0.956	0	0	0	0.065	0	0.9	0.57
9606.ENSP00000216373	9606.ENSP00000304895	SOS2	IRS1	9606	0.876	0	0	0	0.049	0.071	0	0.871
9606.ENSP00000216373	9606.ENSP00000292408	SOS2	FGFR4	9606	0.922	0	0	0	0	0.095	0.9	0.209
9606.ENSP00000216373	9606.ENSP00000310244	SOS2	RASGRP1	9606	0.928	0	0	0	0.049	0	0.9	0.312
9606.ENSP00000216373	9606.ENSP00000339824	SOS2	FGFR3	9606	0.937	0	0	0	0	0.095	0.9	0.365
9606.ENSP00000216373	9606.ENSP00000289104	SOS2	MRAS	9606	0.948	0	0	0	0.053	0.157	0.9	0.431
9606.ENSP00000216455	9606.ENSP00000259037	PSMA3	NDUFB5	9606	0.701	0	0	0	0.699	0	0	0.049
9606.ENSP00000216455	9606.ENSP00000355865	PSMA3	PRKN	9606	0.786	0	0	0	0	0.409	0.65	0.05
9606.ENSP00000216455	9606.ENSP00000418695	PSMA3	PSMD6	9606	0.999	0	0	0	0.743	0.994	0	0.588
9606.ENSP00000217026	9606.ENSP00000227507	MYBL2	CCND1	9606	0.702	0	0	0	0.067	0.095	0	0.676
9606.ENSP00000217026	9606.ENSP00000303706	MYBL2	CDC25A	9606	0.728	0	0	0	0.438	0.098	0	0.507
9606.ENSP00000217026	9606.ENSP00000262133	MYBL2	RBL2	9606	0.831	0	0	0	0	0.13	0.5	0.643
9606.ENSP00000217402	9606.ENSP00000486574	CHMP4B	UBAP1	9606	0.929	0	0	0	0.085	0	0.9	0.289
9606.ENSP00000217402	9606.ENSP00000320416	CHMP4B	VPS37D	9606	0.93	0	0	0	0.059	0	0.9	0.319
9606.ENSP00000217402	9606.ENSP00000421380	CHMP4B	SNF8	9606	0.967	0	0	0	0.108	0.497	0.9	0.359
9606.ENSP00000218867	9606.ENSP00000470152	SGCG	DTNA	9606	0.745	0	0	0	0.067	0	0	0.738
9606.ENSP00000218867	9606.ENSP00000378965	SGCG	SNTB1	9606	0.927	0	0	0	0	0	0.54	0.848
9606.ENSP00000218867	9606.ENSP00000354923	SGCG	DMD	9606	0.984	0	0	0	0.043	0.095	0.54	0.964
9606.ENSP00000218867	9606.ENSP00000242729	SGCG	SSPN	9606	0.989	0	0	0	0.174	0.071	0.54	0.974
9606.ENSP00000219746	9606.ENSP00000362727	TOX3	DENND1A	9606	0.713	0	0	0	0	0	0	0.713
9606.ENSP00000219746	9606.ENSP00000382423	TOX3	MAP3K1	9606	0.838	0	0	0	0.061	0.053	0	0.833
9606.ENSP00000220166	9606.ENSP00000381185	CTSH	BCL2	9606	0.911	0	0	0	0.09	0	0.9	0.107
9606.ENSP00000223366	9606.ENSP00000303830	GCK	INSR	9606	0.702	0	0	0	0	0.045	0	0.701
9606.ENSP00000223366	9606.ENSP00000304895	GCK	IRS1	9606	0.735	0	0	0	0	0	0	0.735
9606.ENSP00000223366	9606.ENSP00000419361	GCK	ADCY5	9606	0.736	0	0	0	0.07	0	0	0.728
9606.ENSP00000223366	9606.ENSP00000332208	GCK	RFX6	9606	0.737	0	0	0	0	0	0	0.737
9606.ENSP00000223366	9606.ENSP00000312987	GCK	HNF4A	9606	0.739	0	0	0	0.053	0	0	0.735
9606.ENSP00000223366	9606.ENSP00000480291	GCK	HNF1B	9606	0.759	0	0	0	0.057	0	0	0.755
9606.ENSP00000223366	9606.ENSP00000365016	GCK	IRS2	9606	0.762	0	0	0	0	0	0	0.762
9606.ENSP00000223366	9606.ENSP00000257068	GCK	MTNR1B	9606	0.869	0	0	0	0.081	0	0	0.864
9606.ENSP00000223366	9606.ENSP00000345708	GCK	KCNJ11	9606	0.899	0	0	0	0.042	0	0	0.899
9606.ENSP00000223366	9606.ENSP00000438804	GCK	HNF1A	9606	0.901	0	0	0	0.076	0	0	0.898
9606.ENSP00000223366	9606.ENSP00000494664	GCK	HK1	9606	0.917	0	0	0.061	0	0	0.9	0.191
9606.ENSP00000223366	9606.ENSP00000295108	GCK	NEUROD1	9606	0.93	0	0	0	0.055	0	0.75	0.73
9606.ENSP00000223366	9606.ENSP00000380432	GCK	INS	9606	0.945	0	0	0	0.05	0	0	0.945
9606.ENSP00000223366	9606.ENSP00000494321	GCK	ABCC8	9606	0.949	0	0.004	0	0.117	0.054	0	0.944
9606.ENSP00000223366	9606.ENSP00000323568	GCK	SLC2A2	9606	0.961	0	0	0	0.069	0	0	0.96
9606.ENSP00000223366	9606.ENSP00000370421	GCK	PDX1	9606	0.965	0	0	0	0.044	0	0.75	0.868
9606.ENSP00000223366	9606.ENSP00000364512	GCK	G6PC2	9606	0.989	0	0	0	0.068	0	0.9	0.893
9606.ENSP00000223366	9606.ENSP00000264717	GCK	GCKR	9606	0.999	0	0	0	0.093	0.889	0.9	0.998
9606.ENSP00000223369	9606.ENSP00000327650	YKT6	VPS33B	9606	0.876	0	0	0	0.075	0.841	0	0.224
9606.ENSP00000223369	9606.ENSP00000310521	YKT6	SEC22A	9606	0.946	0	0	0	0.056	0.786	0.5	0.532
9606.ENSP00000226760	9606.ENSP00000282728	WFS1	HHEX	9606	0.704	0	0	0	0	0.071	0	0.694
9606.ENSP00000226760	9606.ENSP00000345708	WFS1	KCNJ11	9606	0.725	0	0	0	0.057	0	0	0.72
9606.ENSP00000226760	9606.ENSP00000274695	WFS1	CDKAL1	9606	0.737	0	0	0	0	0.071	0	0.729
9606.ENSP00000226760	9606.ENSP00000494321	WFS1	ABCC8	9606	0.749	0	0	0	0.072	0.069	0	0.733
9606.ENSP00000227507	9606.ENSP00000264709	CCND1	DNMT3A	9606	0.708	0	0	0	0	0	0.5	0.441
9606.ENSP00000227507	9606.ENSP00000279147	CCND1	LTO1	9606	0.709	0	0	0	0.087	0	0	0.695
9606.ENSP00000227507	9606.ENSP00000345206	CCND1	RBPJ	9606	0.711	0	0	0	0	0	0.5	0.447
9606.ENSP00000227507	9606.ENSP00000379683	CCND1	CYP19A1	9606	0.712	0	0	0	0	0	0	0.712
9606.ENSP00000227507	9606.ENSP00000498750	CCND1	CCNH	9606	0.716	0	0	0	0	0.068	0.4	0.533
9606.ENSP00000227507	9606.ENSP00000375892	CCND1	AKT2	9606	0.717	0	0	0	0.081	0	0	0.705
9606.ENSP00000227507	9606.ENSP00000254958	CCND1	JAG1	9606	0.742	0	0	0	0.101	0	0	0.725
9606.ENSP00000227507	9606.ENSP00000376943	CCND1	BCL2L11	9606	0.752	0	0	0	0	0	0	0.752
9606.ENSP00000227507	9606.ENSP00000312987	CCND1	HNF4A	9606	0.773	0	0	0	0	0	0	0.773
9606.ENSP00000227507	9606.ENSP00000354558	CCND1	MTOR	9606	0.802	0	0	0	0	0	0	0.802
9606.ENSP00000227507	9606.ENSP00000486891	CCND1	TCF7L2	9606	0.82	0	0	0	0.063	0.292	0.5	0.522
9606.ENSP00000227507	9606.ENSP00000361021	CCND1	PTEN	9606	0.855	0	0	0	0.07	0	0	0.85
9606.ENSP00000227507	9606.ENSP00000382800	CCND1	RUNX3	9606	0.855	0	0	0	0.083	0.292	0.5	0.607
9606.ENSP00000227507	9606.ENSP00000419060	CCND1	BRAF	9606	0.864	0	0	0	0	0	0	0.864
9606.ENSP00000227507	9606.ENSP00000264606	CCND1	HDAC4	9606	0.92	0	0	0	0.086	0	0.8	0.6
9606.ENSP00000227507	9606.ENSP00000261254	CCND1	CCND2	9606	0.942	0	0	0.058	0.053	0	0.9	0.429
9606.ENSP00000227507	9606.ENSP00000381185	CCND1	BCL2	9606	0.958	0	0	0	0.052	0	0	0.957
9606.ENSP00000227507	9606.ENSP00000262133	CCND1	RBL2	9606	0.966	0	0	0	0	0.323	0.9	0.546
9606.ENSP00000227507	9606.ENSP00000478887	CCND1	MYC	9606	0.969	0	0	0	0.067	0	0.4	0.95
9606.ENSP00000227507	9606.ENSP00000303706	CCND1	CDC25A	9606	0.97	0	0	0	0.075	0	0.9	0.704
